ID,IsSoftwareDev,Age,Gender,BootcampName,BootcampFinish,BootcampLoan,BootcampRecommend,HoursLearning,MonthsProgramming,CityPopulation,CodeEvents,PodcastsListen,ResourcesUse,SchoolDegree
c5cf6668d2fac506f15840f113b596a3,1,37,male,General Assembly,1,0,1,20,18,>1 million,6,2,5,Bachelor's and Higher
c51572add11d49afdf74dba5dccb1d1e,1,46,female,Other,0,1,1,40,3,>1 million,4,0,4,Bachelor's and Higher
c4d7a3cd6d24dd175ad5fb739a1046f9,1,,,Other,1,0,0,8,13,,0,0,5,
c4a95e3bfe2e6ec520e21331ad51710f,0,33,female,Flatiron School,1,0,0,20,24,>1 million,2,1,5,Bachelor's and Higher
c4899c748566063557db9acbfc5694a0,1,25,female,General Assembly,1,1,1,3,10,"100,000 - 1 million",3,2,2,Bachelor's and Higher
c414a6f58e91239e5a1f678291569cae,1,,,General Assembly,1,1,1,20,9,,2,0,4,
c3d1766dfc953a4a405e4c1be83c982a,1,27,male,General Assembly,1,1,1,10,18,>1 million,2,0,6,Bachelor's and Higher
c33c6442ba43793410e5986dff74bf05,0,29,male,Other,0,0,0,25,7,"<100,000",2,2,4,Bachelor's and Higher
c335f76e05943425aba7dd06374aa317,0,35,,Other,0,0,1,40,6,"100,000 - 1 million",0,0,3,Less than Bachelor's
c30ef5336f7597d625e76e092d583dc4,0,28,female,Prime Digital Academy,1,1,0,15,9,"<100,000",4,0,2,Bachelor's and Higher
c2dbe2d91e5afe1f3a404c86248dc49a,0,34,male,Other,0,1,1,25,18,>1 million,0,4,7,Less than Bachelor's
c2dbcc998b2c10728a3999c52965b62c,0,30,female,Turing,0,0,1,80,10,"100,000 - 1 million",4,1,2,Bachelor's and Higher
c23d9c756d86c1444526dc0b4b3ced43,1,36,male,The Iron Yard,1,1,1,20,6,"100,000 - 1 million",3,1,1,Bachelor's and Higher
c22fe1964a32cdcc581f0c58f0bf6b38,0,,,Other,1,0,0,20,12,,1,0,6,
c18dc9dfb84d59ecfcf9b8b4cabdbfa8,0,31,male,Hack Reactor,0,1,1,60,3,"100,000 - 1 million",0,0,4,Less than Bachelor's
c17ea9e081d75dd70dacc00438d3cb48,1,31,male,Other,1,0,1,20,10,>1 million,5,0,6,Bachelor's and Higher
c077bb132dcd56272fa6a1f540c7b048,0,29,female,Other,0,0,1,30,2,"100,000 - 1 million",0,0,1,Bachelor's and Higher
c00990fa45dc798cb42dfc98f7472c82,1,26,male,Hack Reactor,1,1,1,60,18,"100,000 - 1 million",3,1,5,Bachelor's and Higher
bfe736892d48eee5236cc332f32783d7,1,,,Other,0,1,1,35,1,,1,1,3,
bfac99f980bb81e12f3a2e74946b01e2,1,27,female,General Assembly,1,1,1,3,8,"100,000 - 1 million",3,0,4,Bachelor's and Higher
bfab1ca1ea3253604599589d54420896,0,26,,Other,1,0,1,40,6,>1 million,3,0,1,Less than Bachelor's
bf93b81584a8d8c940f6e6217bb1e9df,1,20,male,App Academy,1,0,0,20,6,"100,000 - 1 million",0,1,2,Less than Bachelor's
bf5fe35b4f3195035479d8354d9f1b30,0,,,Prime Digital Academy,1,0,1,10,6,,3,0,7,
bf3fd613ecc71e2d9a7b6fd72fd6d5da,1,27,female,Hackbright Academy,1,0,1,10,36,"100,000 - 1 million",1,1,2,Bachelor's and Higher
bf252c5fcc812debfadf9dcc195a84b1,0,29,female,General Assembly,1,0,0,10,7,>1 million,2,0,3,Bachelor's and Higher
bf20841aa19ecd35299519291d5ec259,1,20,male,Other,0,0,1,6,18,"100,000 - 1 million",1,0,4,Bachelor's and Higher
bed9b61b9877667925d4bce6f6cad4d3,1,29,male,Other,1,0,1,30,9,>1 million,0,0,6,Bachelor's and Higher
bebae1319898f5b8ecb1f3dd46d49f85,1,27,female,General Assembly,1,1,1,5,10,"100,000 - 1 million",3,1,2,Bachelor's and Higher
beb5dc9a04c9f921e765e8b0138f8fc4,0,27,male,General Assembly,0,0,1,50,9,>1 million,2,0,1,Bachelor's and Higher
be2c5d05fef3c0317f56f386ee96049d,0,,,Other,1,0,0,10,12,,3,0,3,
be28f0f1be67ab076dc666bd939d9571,0,26,male,The Iron Yard,1,1,1,20,6,"100,000 - 1 million",0,0,5,Less than Bachelor's
bd991dbdabf8ee2a2e00a95beb7b3502,0,24,female,Other,0,0,1,40,14,"<100,000",2,1,3,Bachelor's and Higher
bd968b821a337304a70fd4f36fc9cdbc,1,27,female,Other,1,1,0,3,24,>1 million,6,2,3,Bachelor's and Higher
bd90c1b2a961cb6bbcdcf3946d7e9d1a,0,48,female,Other,1,0,1,40,12,"100,000 - 1 million",0,0,4,Bachelor's and Higher
bcc3f73c603947bfc4e76d8f4756f067,0,,female,Other,1,1,0,12,7,>1 million,2,0,4,Bachelor's and Higher
bba8c97ca6937dc1444f615933dc224d,1,26,male,Flatiron School,1,0,1,90,8,>1 million,2,0,3,Bachelor's and Higher
bb878fafa4c956af9dd8f6a93fb64505,0,28,male,App Academy,1,0,1,30,24,"<100,000",1,3,6,Less than Bachelor's
baff2c265d20c8faf6fbb9e177568d0d,1,26,male,Other,0,0,0,5,36,>1 million,2,0,6,Bachelor's and Higher
bace3be2ced08e3f12c6d8d2abda9739,0,44,male,Other,1,0,1,10,6,>1 million,0,1,2,Less than Bachelor's
bac580ae8c3f59596dbb108045790436,0,30,female,Other,0,0,1,17,2,"<100,000",0,0,2,Bachelor's and Higher
ba99a6da094153243c5528d8693b6b69,1,41,male,Other,1,0,1,40,24,"100,000 - 1 million",1,0,1,Bachelor's and Higher
ba6da6a52ac3980bf3cff6723b1a3dc3,0,36,female,Other,1,1,0,30,6,>1 million,1,0,4,Bachelor's and Higher
b9c764f6e3b69817e4c06df603c13a7d,1,29,male,Other,1,1,1,5,36,>1 million,1,2,1,Bachelor's and Higher
b96f2fc5a94d3e204502546dcbaa63a5,0,,,Other,1,0,1,10,3,,1,0,1,
b8bf85f1292852e6eea80dfce84e0b74,1,28,female,General Assembly,1,1,1,5,36,>1 million,2,2,3,Bachelor's and Higher
b8b99aa60846bb226a070ecee020dc6a,1,,,Other,1,0,1,4,9,,2,0,1,
b8b500a7a691833d71457baaf5a75bb6,0,28,male,Other,0,0,1,30,4,>1 million,0,1,4,Less than Bachelor's
b8b23c27ca392e3362f4ffaad4b341c3,0,23,male,Other,0,1,1,50,3,"100,000 - 1 million",0,0,1,Bachelor's and Higher
b861c43c372a3049382ed57d96cd32ed,0,19,male,Turing,0,0,1,84,6,>1 million,1,0,1,Less than Bachelor's
b7cacf6d04d73929038ac9ce613e1893,1,27,female,Dev Bootcamp,1,0,1,3,20,"100,000 - 1 million",4,0,4,Bachelor's and Higher
b75e27cb67b064530f7b0f745fe3d05b,1,24,female,Other,1,0,1,15,15,"100,000 - 1 million",4,0,1,Bachelor's and Higher
b748be3eaa5a4734151a8a2e72c16c39,0,35,male,Other,1,1,0,40,6,"100,000 - 1 million",0,0,4,Less than Bachelor's
b73cbd122bba5320ea661bcb959a2aa3,0,28,female,Other,0,1,1,60,5,"100,000 - 1 million",3,0,3,Bachelor's and Higher
b72c160da4d94f184c5bac58b4601931,0,33,female,Prime Digital Academy,1,0,1,10,5,"100,000 - 1 million",1,0,1,Bachelor's and Higher
b70bddad96f4f722fc3ce8236bf240cd,1,24,male,Other,1,0,0,30,18,"100,000 - 1 million",1,1,1,Bachelor's and Higher
b6af6a13b7f21334543df781b6bfff36,1,37,male,Other,1,1,1,7,30,>1 million,1,0,3,Less than Bachelor's
b66922087458ea9653ae31d75540586d,0,36,male,Other,1,0,1,10,12,>1 million,0,0,4,Less than Bachelor's
b62c6e291fee8353bbfa62e1dc7b835a,1,,,Other,1,1,1,20,6,,1,1,1,
b570060785ec83f69172cdf12db6ea01,0,36,male,Other,1,0,1,40,4,>1 million,2,0,3,Less than Bachelor's
b50276bc75b5daf5bcc4dafb354c33e8,0,26,female,Dev Bootcamp,1,0,1,20,18,"100,000 - 1 million",2,0,7,Bachelor's and Higher
b4fab34861ab405b6fd73e4c63ceb4c5,1,30,male,Dev Bootcamp,1,0,1,5,18,>1 million,2,1,1,Bachelor's and Higher
b48c3400af1c31a44b8c5ae4d5f40dcd,1,46,female,Other,1,0,1,5,12,>1 million,2,0,3,Bachelor's and Higher
b40076bd740ff79728c69ccc740f8a8c,1,24,female,Other,1,0,1,4,18,>1 million,4,0,2,Bachelor's and Higher
b3b8f15eeca9c7d1566e0745a387f28a,1,24,female,Turing,1,0,1,30,10,"100,000 - 1 million",4,2,2,Less than Bachelor's
b36aba6b3689d180f0a4648463510073,0,21,male,Other,0,0,1,30,12,>1 million,0,0,3,Bachelor's and Higher
b311c6753932418354dfa72290f78e90,1,33,male,Other,1,0,1,10,12,"100,000 - 1 million",3,4,1,Bachelor's and Higher
b3048f674704224c0f8b66a589c62925,0,31,female,Other,1,0,0,9,6,"<100,000",3,0,5,Bachelor's and Higher
b2f8fa2701a6e7ca1ab5b3a1d244262c,1,34,female,Flatiron School,1,1,1,10,36,>1 million,7,2,3,Bachelor's and Higher
b2bfdf88c63c8b2be3e7ef70e86c792c,1,30,male,App Academy,1,0,0,10,36,>1 million,2,0,1,Bachelor's and Higher
b22b9beb96710bff12e45d4bebd02ad4,1,,,Flatiron School,1,0,1,40,7,,3,1,4,
b214efbe1a69f18ca8df1d83d8864cb7,0,58,male,Other,0,1,1,40,5,"<100,000",1,1,1,Less than Bachelor's
b1610ba93c3ceb44f3235f68431fe590,1,27,male,Other,1,1,0,20,12,>1 million,2,0,5,Bachelor's and Higher
b0b1c0ddc5803a9c8cdb148d6380406d,0,26,female,Other,1,0,1,,16,>1 million,3,0,5,Bachelor's and Higher
b0ae44a4b3463f9f6c2bd56c6c662b76,1,28,female,Flatiron School,1,0,1,10,20,>1 million,2,0,1,Bachelor's and Higher
b088abd36323006e82050e410dbe2ce2,0,35,male,Other,1,0,1,15,13,"100,000 - 1 million",3,3,9,Bachelor's and Higher
b02130abb0cc747bcf2e68d679a48e85,1,26,male,Other,1,0,1,60,18,"<100,000",3,0,4,Bachelor's and Higher
b00127132ac9da99ee92a9900f75eaba,1,33,female,The Iron Yard,1,1,0,10,24,"100,000 - 1 million",2,0,6,Bachelor's and Higher
af93d2c2ba3596a8f7e85c240947f2d0,0,27,male,Other,1,0,1,20,12,>1 million,1,0,3,Bachelor's and Higher
af4b56d35eb2f06bf1d33c91336a6c5d,0,26,female,General Assembly,1,1,1,10,6,>1 million,4,0,2,Bachelor's and Higher
af466f3ca8e89bce67b59b3e7e520f37,1,30,male,General Assembly,1,0,1,10,10,>1 million,1,2,4,Bachelor's and Higher
af0b21f548b36f8c74329d8929d46e5f,1,25,female,Dev Bootcamp,1,1,1,5,12,>1 million,3,0,0,Bachelor's and Higher
aeb0bbbd40dc220affd3c127fb58b755,1,20,male,The Iron Yard,1,1,1,30,4,"100,000 - 1 million",1,0,2,Less than Bachelor's
ae653b624ce600a6ce036eb7020436a9,1,28,male,Other,1,0,1,8,13,>1 million,2,0,2,Bachelor's and Higher
ae422cb37469f5d72575f84ad2a5eb4d,0,23,male,Other,0,1,1,8,9,"100,000 - 1 million",3,0,3,Less than Bachelor's
ad61e461c347ddc36a5b09e5ac598284,0,32,male,Other,0,0,1,30,6,"<100,000",0,0,2,Bachelor's and Higher
ad382c84729d888e6aa363abe447ac2e,1,20,male,Other,0,0,1,21,12,"<100,000",5,3,7,Less than Bachelor's
acaaa665fa077ff0db4b30136acfbd0c,0,,,Other,0,1,1,60,8,,0,0,3,
aca7b986274bf0982924bc6a4bfecf35,0,22,male,Other,0,1,1,10,4,"100,000 - 1 million",0,0,3,Less than Bachelor's
ac1620b914e6a88afb6a2f716cb6b7ff,1,36,female,Other,1,0,0,30,15,>1 million,2,1,4,Bachelor's and Higher
ac14ba84348e9dee1d1bce84136846be,1,33,male,App Academy,1,0,1,5,16,>1 million,0,0,0,Bachelor's and Higher
ac0cdb56fedd0e290765de272887b7a4,0,24,male,Other,0,1,1,30,3,>1 million,4,1,2,Less than Bachelor's
aba9c6277cbcfad9f950b168a71e6fcf,1,27,female,General Assembly,1,1,0,10,12,"100,000 - 1 million",2,0,3,Bachelor's and Higher
aba32bb591c012e872b00a7f4081068f,0,26,female,Turing,0,0,1,70,4,"100,000 - 1 million",4,0,1,Bachelor's and Higher
ab721eb48ae1ada2e98655f972c35b4b,0,52,male,Other,1,1,1,10,16,"100,000 - 1 million",2,0,6,Less than Bachelor's
ab00484eee0524150234f6de8b0ebea1,1,,,Hackbright Academy,1,1,1,30,30,,4,0,1,
aab7f9cf929f780f03aa5a5ae7084f4a,0,27,male,The Iron Yard,1,0,1,35,7,"100,000 - 1 million",1,0,1,Less than Bachelor's
aa9f9e6990d6d17ed83b5160f2917152,0,32,male,Flatiron School,0,0,1,70,1,>1 million,0,0,3,Bachelor's and Higher
aa303a8b9a6aaf3f58be86a82ca753b6,1,26,male,General Assembly,1,1,1,5,12,"100,000 - 1 million",0,0,3,Bachelor's and Higher
a9bd49d3bb8d28ebe28c6d6c9e785737,0,26,male,Other,1,0,1,40,3,>1 million,2,0,3,Less than Bachelor's
a9ba6a09e4007092ec4dbad9ea22f4f5,0,30,female,Other,0,0,1,20,5,"100,000 - 1 million",2,1,2,Bachelor's and Higher
a9b55a617372bd815bcff70cea646d57,0,37,male,Other,1,1,1,40,8,"100,000 - 1 million",2,0,4,Less than Bachelor's
a9b11ca9aed7d4eb1615ca9f62033a3f,1,39,male,Other,1,0,1,8,36,>1 million,1,0,3,Bachelor's and Higher
a9802d2e7f73c1a6d2cec42413295b45,1,37,male,The Iron Yard,1,0,1,20,36,>1 million,3,2,4,Bachelor's and Higher
a97ecea6ac31af379a80974cd017f0d5,1,23,female,Other,1,1,1,8,8,>1 million,1,0,2,Bachelor's and Higher
a97b1ea4ecdb0b4481601598b340d39f,1,25,male,Dev Bootcamp,1,0,1,20,24,>1 million,2,0,1,Less than Bachelor's
a93513271e202dac9e353cc88c3abc73,0,27,male,Other,1,0,1,8,14,"<100,000",1,1,1,Bachelor's and Higher
a8f080167620d4e4d20da4c43c1a862b,0,22,male,Other,1,0,1,30,15,"100,000 - 1 million",2,1,3,Less than Bachelor's
a8a0069bed5a6b3c6890f52a26418c88,0,43,female,Other,1,1,0,30,18,"100,000 - 1 million",5,0,3,Bachelor's and Higher
a874938bdedc54f1ea85e242a2c52874,1,27,male,Other,1,0,1,6,26,"<100,000",2,0,4,Bachelor's and Higher
a7c83b9056d4357bc94eb9312c38442e,0,31,female,Dev Bootcamp,0,0,1,60,6,>1 million,4,2,5,Bachelor's and Higher
a7ae52cda9d49d1c0e10e95c65c54ab4,1,39,female,Other,0,0,1,30,15,"100,000 - 1 million",2,1,7,Bachelor's and Higher
a7a13413077b9d88db40523604b79c6b,0,25,male,Other,1,1,0,40,8,"100,000 - 1 million",2,1,6,Bachelor's and Higher
a7892149f1cfcaf0f623aed0a043931d,0,29,male,Other,1,0,1,56,12,,0,0,3,Bachelor's and Higher
a77cb593622d383d19ea60834ea2a6e1,1,26,female,Flatiron School,1,0,1,24,20,"100,000 - 1 million",1,1,2,Less than Bachelor's
a75a36ba481301eb1f573b36fdace151,1,28,male,General Assembly,1,0,1,3,30,>1 million,2,2,4,Bachelor's and Higher
a6e034002482742a70c56bdcfa6245c0,1,34,female,Other,1,0,1,40,12,>1 million,1,0,4,Bachelor's and Higher
a60f3b10dc520024bae2130cfedacba2,1,,,Other,0,0,1,30,6,,6,4,2,
a5d365d3b0b06995198b5ba592b3932e,0,35,female,Other,0,0,1,50,4,>1 million,4,0,6,Bachelor's and Higher
a5d17e71b4d82137e4b90f363d015c44,1,33,male,Other,1,0,1,8,36,"100,000 - 1 million",1,0,5,Less than Bachelor's
a5b9c1bfd7d79d6adb33bd209f6a4715,0,31,male,General Assembly,1,1,0,6,18,>1 million,3,0,4,Bachelor's and Higher
a5431719d2bd71695cd5a34842661f0e,1,,,Other,1,0,1,2,6,,1,0,1,
a4c334ee79b0d124c2cd088790522aad,0,26,female,Other,1,0,1,70,30,>1 million,4,0,7,Bachelor's and Higher
a49e4825cb4acac4785a5d3d398be1ae,1,38,female,Hackbright Academy,1,0,1,40,12,"<100,000",1,0,2,Bachelor's and Higher
a45f56e17a133bf200c4d5bef73edfce,0,37,female,Prime Digital Academy,1,1,1,10,3,"100,000 - 1 million",6,2,6,Bachelor's and Higher
a3989d63a33b36df279fb9ea1036af4f,0,22,male,Other,1,0,1,30,9,>1 million,2,0,8,Less than Bachelor's
a375320d1ec3eea9f5d5985a19ae7256,0,27,male,Turing,0,1,1,60,2,>1 million,1,0,3,Bachelor's and Higher
a362408260f6f54022b088a5ca7bbda0,1,42,male,Other,1,0,1,20,22,"100,000 - 1 million",2,2,4,Bachelor's and Higher
a2e29f97012c083118db23a0b797b2f2,0,25,male,Other,1,1,1,28,16,"<100,000",0,0,3,Bachelor's and Higher
a22b849b6e7032846df2b333d9da2db1,0,33,male,Other,1,0,1,35,3,>1 million,3,0,2,Less than Bachelor's
a222898fc824d44cd9794a55eece1c57,1,25,male,Other,0,0,1,10,5,>1 million,3,2,2,Bachelor's and Higher
a1ffdd8d4caa443cef943a4f0fbc0a85,1,,,Other,1,1,1,5,12,,8,4,0,
a1aed5b26d62aa437f1a4483f2ed077e,0,34,female,Other,0,0,0,12,12,"100,000 - 1 million",1,1,2,Bachelor's and Higher
a0cf744f018f5bb21d7aa030eef4eae7,0,23,female,Other,1,0,1,25,8,"<100,000",0,1,5,Bachelor's and Higher
a07c47036f7583eaf1b990beb639aacf,1,,,Other,1,0,0,10,12,,5,1,4,
9f8ebc6050111c3d238ff6327b696378,1,27,female,Dev Bootcamp,1,0,1,5,13,"100,000 - 1 million",0,0,5,Bachelor's and Higher
9f85c0d53e5a95caa4524aec23ae2177,1,26,male,Other,1,0,0,30,14,>1 million,1,1,6,Bachelor's and Higher
9f72810beff0d2847f2ee9fc5451068f,0,45,female,The Iron Yard,1,0,0,12,36,"<100,000",5,0,7,Bachelor's and Higher
9f687818d39296031cb4649dfe65a2a0,1,25,female,Hackbright Academy,1,0,1,30,18,>1 million,2,0,3,Bachelor's and Higher
9eecfe5a53d4a4840dfd505ae3781305,0,32,male,Other,1,0,0,4,5,>1 million,1,0,5,Bachelor's and Higher
9e63a76d14c80f7ff3530703f86ff027,0,35,male,Other,1,1,1,60,36,"100,000 - 1 million",0,0,1,Bachelor's and Higher
9e4de0f9851cdbdc264a594a72349c9a,1,29,male,Prime Digital Academy,1,0,1,10,10,"100,000 - 1 million",4,0,7,Bachelor's and Higher
9e40357216e69786d0c139b89d4e9f91,0,27,female,Other,0,0,1,20,3,"100,000 - 1 million",1,0,5,Bachelor's and Higher
9e3874b14dee1e17d6e62feb5a707c26,1,,,Other,1,0,1,10,24,,0,0,1,
9e0607a7da2021084f3fef431b972373,0,40,male,Other,1,1,1,10,12,>1 million,1,3,10,Less than Bachelor's
9df99cd54bace193aaff1c12726643dc,0,41,male,Other,1,0,0,8,9,>1 million,0,0,5,Bachelor's and Higher
9de28c232a8a744dab31802e9118ff5f,1,27,female,Other,1,1,1,5,24,>1 million,3,0,6,Bachelor's and Higher
9dc46f40cb2552a05a4c64f4505b7248,0,39,female,Other,1,1,1,15,3,>1 million,1,0,6,Less than Bachelor's
9d7ddc47850a99ee114ec3788b5ef686,1,,,Other,1,0,1,10,3,,2,0,3,
9d261ec5dad6d914dab1c09d95807730,1,23,female,Other,1,0,1,50,13,>1 million,3,2,5,Less than Bachelor's
9ce6545cb13617daca4efee9b59df3ae,0,26,male,Hack Reactor,0,1,1,60,9,"<100,000",1,0,7,Bachelor's and Higher
9c9bebee132457d6637f7a1115691571,1,22,female,Other,1,0,1,15,36,>1 million,1,0,1,Less than Bachelor's
9b6afa9e88862a35fc14d9a38e4edad4,1,29,female,Other,0,0,0,5,3,>1 million,1,0,2,Bachelor's and Higher
9b2b2da35092460623ab7b2564e4732a,0,,,Flatiron School,1,0,0,8,6,,4,0,6,
9acb0783bbc2bb5075b122c5c058d029,0,48,male,The Iron Yard,1,1,0,20,6,"100,000 - 1 million",1,1,2,Bachelor's and Higher
99ca0ccee24777d885b46f679a2a6d26,1,29,female,Other,1,0,1,5,8,"100,000 - 1 million",2,0,2,Bachelor's and Higher
99bff17a32e200600634d472031f660c,0,58,male,Other,0,0,0,10,8,"100,000 - 1 million",2,0,2,Bachelor's and Higher
99abdecdedfe58acf3f46a2c34c33e4a,0,32,male,Other,0,1,1,35,16,>1 million,2,3,9,Bachelor's and Higher
995954fd40b90824b82bc22ae3f62245,0,43,male,Other,0,0,0,10,12,"<100,000",0,1,1,Less than Bachelor's
9911780dcdf962b69f9064f20ec24782,1,25,male,Other,1,1,1,2,18,>1 million,1,2,5,Less than Bachelor's
9901690c9cb1cce66bd2e059939883b4,1,31,male,Other,1,0,0,10,12,>1 million,0,0,5,Bachelor's and Higher
98cfb766f4e986d642ebfa7affaad65f,0,30,female,Other,0,1,0,20,4,"<100,000",3,1,1,Less than Bachelor's
9850edbdf71d3c97874d1aeb4b9508e7,1,24,female,Other,1,1,0,10,14,>1 million,1,0,1,Bachelor's and Higher
9837db246d7075a5dda526d9eeddbfd8,0,33,female,General Assembly,0,1,1,60,8,"100,000 - 1 million",3,0,2,Bachelor's and Higher
97bc55f52a320b1b2cc8d429d55401d6,1,27,male,Other,1,1,1,4,10,"<100,000",3,0,5,Less than Bachelor's
95a642905d8950bf84bf1711d5593754,1,34,male,Other,1,1,1,10,24,"100,000 - 1 million",2,1,2,Bachelor's and Higher
958e9bf08d07b8ba30c93152f340b3d6,0,35,male,Other,1,0,1,30,8,"100,000 - 1 million",0,1,5,Bachelor's and Higher
94d368b6ca9542ceb020ccb93b5618e4,0,24,male,General Assembly,0,1,0,10,24,>1 million,3,0,4,Bachelor's and Higher
949888f906d7d89df53864aa68270dfe,1,25,female,Other,1,1,1,40,19,"100,000 - 1 million",2,0,2,Less than Bachelor's
948ac82a3ee1cf9fbc5c29adb9febb79,0,29,male,Prime Digital Academy,0,0,1,50,3,>1 million,0,1,3,Bachelor's and Higher
946dbc8f45daaf98775f2254bfd10b87,0,34,male,Other,1,1,1,20,12,"100,000 - 1 million",0,1,1,Bachelor's and Higher
940e837c5f038643a1c33ed9f3d53b2a,0,23,male,Dev Bootcamp,0,0,1,30,6,>1 million,3,0,4,Bachelor's and Higher
93c8f0e45e0f56389729cc6c33f71f5e,0,25,male,Turing,0,1,1,80,5,"100,000 - 1 million",1,0,4,Bachelor's and Higher
92f9451e438496a80ca96220f3184fd1,1,23,female,Prime Digital Academy,1,0,1,5,16,"100,000 - 1 million",3,0,4,Less than Bachelor's
92caf9f708c28396c106d1172b705fe7,1,25,female,The Iron Yard,1,1,1,5,16,"100,000 - 1 million",5,1,1,Bachelor's and Higher
929121d60f22fca09c8086e7bc374036,1,30,male,Other,1,1,1,5,36,>1 million,2,4,5,Bachelor's and Higher
925a19255915da12a600f57d5ee13942,0,34,male,Flatiron School,0,0,1,30,6,>1 million,3,2,2,Bachelor's and Higher
92427db487caf0bc2bc6cb50aea69cad,1,33,male,The Iron Yard,1,1,1,50,18,"100,000 - 1 million",0,1,1,Less than Bachelor's
91dcd85673b2cc6167628543a03a6179,1,22,male,Other,0,0,1,90,18,>1 million,1,0,2,Bachelor's and Higher
91a5c2288f31323daec2b1641641ba9f,1,25,female,Other,1,0,1,5,7,"100,000 - 1 million",3,0,2,Bachelor's and Higher
914b736e3593ec110ad89941f92bd615,0,37,male,Other,0,0,1,20,24,>1 million,1,0,2,Less than Bachelor's
9141f1b50d42f4b7701e68fa97a19f21,1,29,male,General Assembly,1,0,1,12,18,>1 million,0,0,7,Bachelor's and Higher
9136d776e4e937f0958554fae9db11c4,1,40,male,Dev Bootcamp,1,0,1,6,18,>1 million,1,0,2,Bachelor's and Higher
910d6550aab349a906387da5b1632b36,1,28,male,Hack Reactor,1,1,1,10,11,"<100,000",0,1,4,Less than Bachelor's
90a90a2b1df9853ab0a094dc0310c5f8,1,30,male,Other,1,0,1,3,25,"100,000 - 1 million",1,0,5,Bachelor's and Higher
908d2accb84dca8d3e1d01b5f11a3970,1,49,female,General Assembly,1,0,0,5,15,>1 million,4,2,3,Bachelor's and Higher
8fd9e5c49454fa530e7a35413076df02,1,26,male,Other,1,0,0,15,36,>1 million,4,3,3,Less than Bachelor's
8f8ac0c01a0fb12e56dd2e84e977be70,1,23,male,Other,1,1,1,40,6,>1 million,3,0,3,Bachelor's and Higher
8f787c644b47e0d0bd2d064952e57977,1,27,male,Flatiron School,1,0,1,3,9,>1 million,1,0,1,Bachelor's and Higher
8ef8c3495bfbfa3c38580c4f2c9fe60c,1,27,female,The Iron Yard,1,0,1,10,9,"100,000 - 1 million",3,0,1,Bachelor's and Higher
8d6c287962b1be64d75f684883e2d2fa,1,58,female,Other,1,0,0,17,18,"100,000 - 1 million",7,0,3,Bachelor's and Higher
8d5289ad6829ce4b24845b04053bfd7b,0,34,male,Other,1,0,1,16,4,"<100,000",2,0,2,Less than Bachelor's
8c178e0ba9caa60c28659cae9fd50bc1,1,35,male,App Academy,1,0,1,1,36,"100,000 - 1 million",2,2,5,Bachelor's and Higher
8c044ae7fa0ffdab82d395ac3a531741,0,45,female,Other,0,0,1,40,2,"100,000 - 1 million",2,0,4,Bachelor's and Higher
8c00f682fcd0fe3bc79267e68d688845,1,29,male,The Iron Yard,1,1,1,15,24,"<100,000",1,2,4,Less than Bachelor's
8bd161f5d1973875148f99d38b82595d,1,26,male,General Assembly,1,1,1,6,9,"100,000 - 1 million",3,1,2,Bachelor's and Higher
8ba59e69ddc4b7d9b692badb97c47c01,1,24,male,Dev Bootcamp,1,0,1,40,18,,2,0,1,Less than Bachelor's
89d7c78ebb6fda88256bc511763803b0,0,32,male,Other,0,0,1,55,5,"100,000 - 1 million",3,0,5,Less than Bachelor's
8998c001d9f486093daaa6fa12d2d5d2,0,35,male,Other,1,0,1,20,8,"100,000 - 1 million",2,0,5,Bachelor's and Higher
8942e2b7c8cad867b430839c146ae88f,1,22,male,General Assembly,1,0,1,40,36,>1 million,2,0,2,Less than Bachelor's
89391e3212d083b121e6dd7df3ae3764,0,23,male,Flatiron School,0,1,1,25,24,>1 million,2,0,6,Less than Bachelor's
8923bcbcad86af21828a5c1067cd925b,1,37,male,Dev Bootcamp,1,0,1,20,11,>1 million,2,1,6,Bachelor's and Higher
88cb9bc6e5ef12435db2cae8d1d64b6b,0,35,male,General Assembly,0,1,1,10,12,>1 million,2,0,3,Bachelor's and Higher
88c43cea56f069a2592b242b40ad4012,0,31,male,General Assembly,1,1,1,10,3,>1 million,0,0,2,Bachelor's and Higher
886faecfc7b29d30df0567d57819e874,0,32,male,Other,0,0,1,70,3,"100,000 - 1 million",0,0,4,Less than Bachelor's
8842ef767a9422b9b9c91677ca9aefa8,0,21,male,Other,1,0,0,40,36,>1 million,1,0,3,Bachelor's and Higher
87af946aaeb0330028acfca771eacaf8,1,36,male,Other,1,0,1,20,8,>1 million,2,0,3,Bachelor's and Higher
87972b839c19be40d656b9ec737a00ab,0,33,female,Other,1,1,0,10,5,>1 million,1,0,1,Bachelor's and Higher
87152cf87727ee85f708a111d6eb860a,1,27,male,Other,1,0,1,12,12,"100,000 - 1 million",2,0,2,Bachelor's and Higher
86851c3b02b1a4b66a20aef510c75c0d,1,40,male,Other,1,0,1,10,8,"100,000 - 1 million",1,0,3,Bachelor's and Higher
862bc5b602e789213428f99ccbe98436,1,43,male,Other,1,0,1,10,28,"100,000 - 1 million",0,1,6,Less than Bachelor's
862862acb5314e15c18dcc49357b4a3d,0,24,male,Other,0,0,1,10,5,>1 million,3,0,5,Less than Bachelor's
8623a81a080d65eb83506c980f5f2429,1,37,male,Other,0,0,0,3,36,>1 million,0,2,3,Bachelor's and Higher
